gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Segment,Actual_Churn,Predicted_Churn,Churn_Probability_Percent,Risk_Level,Segment_Strategy,Final_Retention_Action
Female,0,No,Yes,65,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,45.25,2933.95,Loyal Low-Spend Customers,No,No,1.62,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.85,1872.2,Loyal Low-Spend Customers,No,No,0.61,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,High-Risk High-Spend Customers,Yes,Yes,75.66,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Male,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,1090.6,Loyal Low-Spend Customers,No,No,0.72,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,High-Risk High-Spend Customers,Yes,Yes,87.19,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,720.1,New Low-Spend Customers,No,Yes,62.34,High Risk,Early Engagement + Welcome Offer + Service Guidance,Immediate Welcome Offer + Onboarding Support
Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.1,3913.3,Loyal High-Spend Customers,Yes,No,6.65,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,New Low-Spend Customers,No,Yes,71.81,High Risk,Early Engagement + Welcome Offer + Service Guidance,Immediate Welcome Offer + Onboarding Support
Male,0,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),77.2,2753.8,High-Risk High-Spend Customers,No,No,24.05,Low Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Maintain Premium Relationship
Male,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,298.45,New Low-Spend Customers,Yes,Yes,78.92,High Risk,Early Engagement + Welcome Offer + Service Guidance,Immediate Welcome Offer + Onboarding Support
Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.6,6292.7,Loyal High-Spend Customers,No,No,31.29,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Male,0,No,No,38,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,62.3,2354.8,Loyal Low-Spend Customers,Yes,No,16.34,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,New Low-Spend Customers,No,No,45.08,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,1,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,Loyal Low-Spend Customers,No,No,2.47,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,293.15,High-Risk High-Spend Customers,No,Yes,85.18,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,6816.95,Loyal High-Spend Customers,No,No,36.01,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,49.65,New Low-Spend Customers,No,No,38.39,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.75,50.75,New Low-Spend Customers,No,Yes,68.56,High Risk,Early Engagement + Welcome Offer + Service Guidance,Immediate Welcome Offer + Onboarding Support
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,New Low-Spend Customers,No,No,43.17,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,New Low-Spend Customers,Yes,Yes,55.99,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.15,477.6,New Low-Spend Customers,No,No,16.87,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8,Loyal High-Spend Customers,No,No,47.79,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,High-Risk High-Spend Customers,Yes,Yes,66.4,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.3,6754.35,Loyal High-Spend Customers,No,No,27.07,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,0,Yes,Yes,44,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,2375.2,Loyal Low-Spend Customers,No,No,4.23,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,High-Risk High-Spend Customers,No,Yes,87.88,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,142.35,High-Risk High-Spend Customers,Yes,Yes,87.01,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.7,4730.6,Loyal High-Spend Customers,No,No,33.85,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,New Low-Spend Customers,Yes,Yes,79.32,High Risk,Early Engagement + Welcome Offer + Service Guidance,Immediate Welcome Offer + Onboarding Support
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,High-Risk High-Spend Customers,Yes,Yes,86.73,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.7,1810.55,Loyal Low-Spend Customers,No,No,0.41,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Female,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.85,2310.2,High-Risk High-Spend Customers,No,Yes,55.11,Medium Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Proactive Support + Personalized Offer
Male,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,2409.9,Loyal Low-Spend Customers,No,No,10.58,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1,Loyal High-Spend Customers,No,No,3.36,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,High-Risk High-Spend Customers,No,Yes,62.16,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),55.8,300.4,New Low-Spend Customers,No,No,45.24,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,1,No,No,52,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,Loyal Low-Spend Customers,Yes,No,49.68,Medium Risk,Maintain Service + Loyalty Communication,Customer Check-In + Loyalty Communication
Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,416.45,New Low-Spend Customers,No,No,12.98,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,High-Risk High-Spend Customers,Yes,Yes,91.84,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,1564.4,High-Risk High-Spend Customers,No,Yes,85.03,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,2983.8,High-Risk High-Spend Customers,Yes,Yes,83.87,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,High-Risk High-Spend Customers,Yes,Yes,84.97,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.45,232.1,New Low-Spend Customers,No,No,29.05,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.6,1279.0,Loyal Low-Spend Customers,No,No,1.54,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,1471.75,High-Risk High-Spend Customers,Yes,Yes,84.87,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,High-Risk High-Spend Customers,No,Yes,90.52,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,106.8,New Low-Spend Customers,No,No,36.44,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,Loyal High-Spend Customers,No,Yes,78.76,High Risk,Loyalty Rewards + Premium Benefits,Priority Loyalty Offer + Proactive Support
Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.35,697.65,Loyal Low-Spend Customers,No,No,9.24,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,High-Risk High-Spend Customers,No,Yes,76.58,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,New Low-Spend Customers,No,No,22.86,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,High-Risk High-Spend Customers,No,No,38.03,Medium Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Proactive Support + Personalized Offer
Female,1,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1520.9,High-Risk High-Spend Customers,Yes,Yes,75.63,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,High-Risk High-Spend Customers,No,Yes,68.69,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.9,6891.45,Loyal High-Spend Customers,No,No,43.25,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,94.4,4295.35,Loyal High-Spend Customers,No,No,40.85,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.05,2909.95,High-Risk High-Spend Customers,No,Yes,60.6,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,Loyal Low-Spend Customers,No,No,16.73,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Female,0,No,No,39,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,47.85,1886.4,Loyal Low-Spend Customers,No,No,14.06,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,104.3,New Low-Spend Customers,No,No,43.26,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.7,6075.9,Loyal High-Spend Customers,No,No,2.87,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,0,No,No,31,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,50.05,1523.4,Loyal Low-Spend Customers,No,Yes,54.01,Medium Risk,Maintain Service + Loyalty Communication,Customer Check-In + Loyalty Communication
Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,876.15,Loyal Low-Spend Customers,No,No,1.79,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.4,6989.45,Loyal High-Spend Customers,No,No,40.89,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),51.45,727.85,New Low-Spend Customers,No,No,23.35,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.0,287.4,High-Risk High-Spend Customers,Yes,Yes,81.19,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5662.25,Loyal High-Spend Customers,No,No,5.31,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Female,0,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,4179.1,Loyal High-Spend Customers,No,No,14.65,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),105.6,7581.5,Loyal High-Spend Customers,No,No,5.91,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3,93.3,High-Risk High-Spend Customers,Yes,Yes,91.66,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.45,527.35,New Low-Spend Customers,No,No,8.71,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,New Low-Spend Customers,Yes,No,28.94,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.5,147.75,New Low-Spend Customers,No,Yes,54.02,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,165.4,High-Risk High-Spend Customers,Yes,Yes,85.02,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,No,No,29,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),58.0,1734.5,High-Risk High-Spend Customers,No,No,8.39,Low Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Maintain Premium Relationship
Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,Loyal Low-Spend Customers,No,No,0.87,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,1237.65,Loyal Low-Spend Customers,No,No,0.63,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,High-Risk High-Spend Customers,No,No,37.43,Medium Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Proactive Support + Personalized Offer
Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,High-Risk High-Spend Customers,Yes,No,44.05,Medium Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Proactive Support + Personalized Offer
Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.15,101.65,New Low-Spend Customers,No,Yes,63.0,High Risk,Early Engagement + Welcome Offer + Service Guidance,Immediate Welcome Offer + Onboarding Support
Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.05,4510.8,Loyal High-Spend Customers,No,No,41.01,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.35,6697.2,Loyal High-Spend Customers,No,No,3.23,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.75,7751.7,Loyal High-Spend Customers,No,No,21.19,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,High-Risk High-Spend Customers,Yes,Yes,87.8,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,High-Risk High-Spend Customers,Yes,Yes,80.92,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,Loyal High-Spend Customers,No,No,17.91,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,1,Yes,No,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.0,5012.1,Loyal High-Spend Customers,No,No,2.42,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,566.5,New Low-Spend Customers,No,No,6.99,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Female,0,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.35,2896.4,Loyal Low-Spend Customers,Yes,No,5.0,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,High-Risk High-Spend Customers,Yes,Yes,85.04,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,48.35,New Low-Spend Customers,No,No,34.26,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,377.55,New Low-Spend Customers,No,No,28.43,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Male,1,No,No,7,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.4,265.8,New Low-Spend Customers,No,Yes,76.3,High Risk,Early Engagement + Welcome Offer + Service Guidance,Immediate Welcome Offer + Onboarding Support
Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.1,4144.9,Loyal High-Spend Customers,No,Yes,60.96,High Risk,Loyalty Rewards + Premium Benefits,Priority Loyalty Offer + Proactive Support
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,New Low-Spend Customers,No,Yes,59.87,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,High-Risk High-Spend Customers,Yes,Yes,83.3,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,High-Risk High-Spend Customers,Yes,No,25.65,Low Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Maintain Premium Relationship
Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.9,7843.55,Loyal High-Spend Customers,No,No,9.52,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,1,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95,High-Risk High-Spend Customers,No,No,46.99,Medium Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Proactive Support + Personalized Offer
Male,0,Yes,Yes,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,Loyal High-Spend Customers,No,No,1.73,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,Loyal High-Spend Customers,No,Yes,57.95,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
